Абонент	Телефон	Номер_дома	Счет
"НАХИМОВСКОЕ_ОТДЕЛЕНИЕ_НАСК_""ОРАНТА"""	90217135	33	22,78
1-ОЕ_ХИРУРГ_ОТД_СТ_СЕСТРА	78694229	1	2,32
ВЕТЕРИНАРНАЯ_СЛУЖБА	52652941	16	40,26
ОБЩЕЖИТИЕ_УНИВЕРСИТЕТА_2	94616482	3	2,19
НАЛОГОВАЯ_ПОЛИЦИЯ_ГОРОДСКОЙ_ГОСУДАРСТВ_НАЛОГОВОЙ_АДМИНИСТРАЦИИ	25427552	131	87,78
ПРИЧАЛ_67_РЫБАЛОВОВ-ЛЮБИТЕЛЕЙ	68095607	136	48,88
"ОСТ._ТРОЛ._Г-ЦА_""КРЫМ"""	10216371	132	6,09
К.285	14356524	35	14,07
ЭНЕРГОНАДЗОР_ГЛ_ИНЖЕНЕР	28834701	6	40,25
"ГАРАЖНЫЙ_КООПЕРАТИВ_""ВОЛНА_1"""	67121476	18	98,3
НАЧМЕД	12508891	134	22,3
ХУДОЖ_РУКОВОДИТЕЛЬ_ТЕАТРА	72139278	20	76,18
"АБОНОТДЕЛ_N2_ГКП_""СЕВТЕПЛОЭНЕРГО"""	11978359	16	55,46
ГОСУДАРСТВЕННЫЙ_ОКЕАНАРИУМ_УКРАИНЫ_В/Ч_А-1845	861461	8	96,07
ПСК_529_ГОГОЛЯ_20	40610348	228	31,9
К.102_НАЧ.ОТД.УЧЕТА_ДОХОДОВ	6201088	26	43,49
СЕКТОР_КОМПЬЮТЕРИЗАЦИИ	13393470	42	21,43
СТРОИТЕЛЬНЫЙ_ТЕХНИКУМ	81307027	37	62,02
КАБ.19	63498691	43	68,33
"ГКП_""СТУДИЯ_АРТ"""	30114850	8	90,91
ОТД_БЕЗОПАСНОСТИ	53227363	65	41,95
ОТД_ОХРАНЫ_ОБЩЕСТВ.ПОРЯЧДКА	37565233	75	75,66
УОЗТ_ОПЕРАТОР	24135210	43	55,1
РАЙВОЕНКОМАТ_НАХИМОВСКОГО_Р-НА	48014277	26	89,85
"ЗАО_""ПОП_АППЕТИТ"""	30421588	23	96,32
БУХГАЛТЕРИЯ._МАГ_239	65353051	15	22,17
К.42_ПОСТ._КОМИССИЯ	38451216	23	81,54
АТС-534_ЦТЭ_МТС_ЛИНЕЙНО-ТЕХНИЧ._УЧАСТОК_СТС	18195658	58	90,36
КОНТРОЛЬ	13888416	11	76,17
КАНЦЕЛЯРИЯ_КЭО	53933122	12	71,64
СОВЕТ_ВЕТЕРАНОВ_ВОЙНЫ_И_ТРУДА_НАХИМОВСКОГО_РАЙОНА	70741885	40	19,99
НАЧАЛЬНИК_СВЯЗИ	80194739	55	81,39
"ООО_ФИРМА_""ШАГЛО_ЛТД"""	82535236	373	6,06
"ГКП_""СЕВАСТОПОЛЬСКИЙ_ВИНЗАВОД"""	70360449	6	60,32
КАБИНА_11	25503982	13	37,93
ЗАМ_НАЧ,НАЧ_ОТД_ОБЩЕСТВ_БЕЗОП	67142876	101	55,06
"ООО_""ЮГ_ЭЛЕКТРОРЕМОНТ"""	19658618	20	48,33
УКРПАК_СЕРВЕР	85912241	12	51,63
3_ПРОГРАММА	67644317	14	50,93
СПИ	84785607	16	46,03
"МП_""ЭЛТЕКС"""	15985951	55	56,5
"МАГАЗИН_4_ОАО_""СЕВПЛОДООВОЩ"""	56782198	39	5,67
"МАГАЗИН_ЧП_""ДЮАР-Д"""	77925043	3	89,02
НАХИМОВСКАЯ_РАЙОННАЯ_ГОСУДАРСТВЕННАЯ_АДМИНИСТРАЦИЯ_Г.СЕВАСТОПОЛЯ	97488532	87	94,58
СГТУ,_ВНУТРИ	85413116	41	62,67
ЖЕНСКАЯ_КОНСУЛЬТАЦИЯ_1_ГАГАРИНСКОГО_РАЙОНА	71275040	15	8,51
"ЗАПОВЕДНИК_""ХЕРСОНЕС-ТАВРИЧЕСКИЙ""_ЗАО_""КРЫМРЕСТАВРАЦИЯ"""	47751472	20	12,73
ДЕЛЬТА-С	5481353	85	28,68
129_ОЭС	45141264	23	71,63
НАЧ._УК_КАБ.1_1-Й_ЭТ.	58280407	38	67,02
ПОЖАРНАЯ_ЧАСТЬ_4_ОТДЕЛ_ГОСУДАР._ПОЖАРНОЙ_ОХРАНЫ_УВД_Г.СЕВАСТОПОЛЯ	72021195	346	88,69
"РЕДАКЦИЯ_ГАЗЕТЫ_""КУРЬЕР"""	9047426	9	97,22
КАФЕДРА_МАТЕМ_И_МАТЕМ_МОДЕЛИР	92300625	11	67,64
"ООО_""СТРОЙПРОГРЕСС"""	6104468	13	73,31
"ОАО_ГОСТИНИЦА_""УКРАИНА"""	64498420	49	81,61
УРОЛОГИЧ_ОТД_ПОСТ_3	58619624	14	49,72
ПРОЕКТНО-КОНСТРУКТОРСКОЕ_БЮРО	64894673	10	64,68
К.334А_НАЧАЛЬНИК	56931906	149	27,26
НАЧАЛЬНИК_ОТДЕЛА_СНАБЖЕНИЯ	37632729	48	17,32
ПОЛИКЛИНИКА_ДЕТСКАЯ	20442306	132	78,31
КОММЕРЧ_ДИРЕКТОР	72209008	7	78,44
СГПС_ЮРИСТКОНСУЛЬТ	56955353	43	76,77
ОБЩЕЖИТИЕ_СПТУ-13	78527225	21	95,95
МЕХАНО-ИНСТРУМЕНТ_УЧ_ДИРЕКТОР	19870616	12	86,65
ОТД_ТЕОРИИ_ВОЛН	31708317	39	68,43
12_ОТДЕЛЕНИЕ(НАРКОЛОГ)_ЗАВ	37316083	32	83,27
ПРИЕМНАЯ_ГЕН_ДИРЕКТОР	39164585	12	23,33
ПОЖАРНАЯ_ЧАСТЬ_2_ОТДЕЛ_ГОСУДАР._ПОЖАРНОЙ_ОХРАНЫ_УВД_Г.СЕВАСТОПОЛЯ	97257364	12	47,57
"ГАЗИФИЦИРОВАННАЯ_КОТЕЛЬНАЯ_ГКП_""СЕВТЕПЛОЭНЕРГО"""	52490899	3	13,33
РЕМОНТ_ЭЛЕКТРОН_ОБОРУД_ВЕД_ИНЖ	75364659	5	51,97
ИНЖЕНЕР_ПО_СНАБЖЕНИЮ_ЗАВХОЗ	65992577	39	10,58
"О.О.О.П.К.Ф._""БАРОККО_Л.Т.Д."""	84284885	18	52,18
ОБЪЕДИНЕННЫЙ_ПРОФОЮЗН_КОМИТЕТ	19810514	9	9,69
РЭП-1	72944517	121	14,21
"ПОЖАРНАЯ_ЧАСТЬ_5_ОАО_""СЕВМОРЗАВОД_ИМ_ОРДЖОНИКИДЗЕ""_ФИЛИАЛ"	84104887	126	4,72
ФИЗ._ЛИЦО_ФЕДОТОВ_Ю.В._ПАСПОРТ_XI-АП_N_61549_ОТ_12.03.93	7379446	146	79,47
УЧЕБНО-ПРОИЗВ.МАСТЕР.ШК.N45	90793833	124	5,91
1-ОЕ_ХИРУРГ_ОТД_ЭНДОСКОПИЯ	64992204	77	52,27
МАГАЗИН_N57	97135430	40	84,63
ОТДЕЛЕНИЕ_СБЕРБАНКА_093_ГАГАРИНСКОГО_РАЙ_ОНА	47148125	32	1,84
ПТО_СТ_ИНЖЕНЕР	45528555	69	75,77
СГПЭС_ОТДЕЛ_СТРОИТЕЛЬСТВА	47898082	80	18,89
СТРОИТЕЛЬНАЯ_ГРУППА	67298051	57	49,57
ТЕХУЧЕТ_СТАРШИЙ_ЭЛЕКТРОМЕХАНИК	18449826	6	91,96
КОМАНДИР_В/Ч_А-1699	13337248	143	36,39
БУХГАЛТЕРИЯ_3-Й_ЭТ.	96171931	164	10,21
СЕКТОР_РАСЧЕТОВ_ЗА_УСЛ_СВЯЗИ	496770	1	17,15
НАЧ._КОМАНДЫ_ИНКЕРМАН-1	8130165	1	75,57
ПОДСТАНЦИЯ_13_ОРЛОВСКИЙ_МОСТ	94362280	32	71,84
БУХГАЛТЕРИЯ,ПАСПОРТНЫЙ	63127495	67	14,3
ШКОЛА_№22	10583094	10	70,34
КОНТРОЛЬНО-СПАСАТЕЛЬНЫЙ_ОТРЯД_СЕВАСТОПОЛ_Я	90488094	5	49,04
ГОРНИЧНЫЕ_3_ЭТ	47225273	12	53,15
ЗАМ_НАЧ_ПО_АДМ_ХОЗ_ЧАСТИ	29869111	343	23,28
"ЗАО_""ПРОИЗВОДСТВЕННЫЙ_КОМПЛЕКС_""ЧАЙКА"""	1946537	41	99,54
ПРОКУРАТУРА_НАХИМОВСКОГО_Р-НА	85046111	4	3,21
В/Ч_63859	75018128	41	68,75
УЧЕНЫЙ_СЕКРЕТАРЬ	66583446	24	65,26
К.208_ЗАМ.НАЧАЛЬНИКА_ГНИ	28770232	35	82,07
ИНЖЕНЕР_ПО_НОРМИРОВАНИЮ	5277150	19	46,88
ГЛАВ._МЕДСЕСТРА	9199078	6	95,81
ОАО_АТП-14330	31862602	9	86,46
"СП_""РОСТРА"""	88525594	49	12,91
МЕХАНИКО-СУДОВАЯ_СЛУЖБА_ИНЖЕН	29108765	2	76,59
БАЛАКЛ_ДОФ_ДИСПЕТЧЕР	95260796	140	8,01
"АП_""ТЕРНОВОЕ""_(МАГ_ПРОМ)"	6976394	9	43,83
"ДЕТСКИЙ_САД_62_ЗАО_""СЕВАСТОПОЛЬСТРОЙ"""	32533592	9	68,65
МАТЕРИАЛЬНО-ТЕХНИЧЕСКИЙ_ОТДЕЛ	73836620	24	77,23
ТЕХПЕРСОНАЛ_АМТС_ИНЖЕНЕР	5729489	158	57,86
ПРЕДСЕДАТЕЛЬ_ГОРКОМА	47673758	28	72,78
"ОФИС_ОХРАННОГО_ПРЕДПРИЯТИЯ_""АВАНТИ"""	73083046	85	64,37
ПЕНСИОННЫЙ_ОТДЕЛ_СБЕРБАНКА_4548_ЛЕНИНСКОГО_Р-НА	48233019	49	45,7
ИНСПЕКЦИЯ	98052866	25	51,44
ПОМОЩ_ГЕНЕР_ДИРЕКТОРА	28120052	1	70,57
КАССА_ПОД_СИГНАЛИЗАЦИЕЙ	71898054	21	13,82
ПРОМБАЗА_РЭП-1	49014480	68	87,87
КОМНАТА_424	65655615	375	8,9
"ООО_""ЛЕВИПО"""	34174832	14	71,95
ГОРОДСКАЯ_БОЛЬНИЦА_N1	16732839	20	27,32
ДОГОВОРНОЙ	29866617	32	62,15
ОУС-6_ЭЛЕКТРОМОНТЕР	52805431	8	41,95
ПОЧТОВЫЙ_ОТД_ЗАМ_НАЧАЛЬНИКА	98072004	1	36,04
ЗАМ_НАЧАЛЬНИКА_ОТДЕЛА	77008111	36	21,49
"ЭКСПРЕСС-СТИРКА_ГКП_""ЛОТОС"""	36429985	41	89,67
"ООО_""ЭКОС-ЛТД"""	60853555	22	79,59
УПР_ТЕХФЛОТА_СЕКРЕТАРЬ_КАЗАЧ_Ш	56707071	46	17,84
"ЧП_""БОЛЬШАЯ_МОРСКАЯ"""	80561539	1	28,99
АДМИНИСТРАТОР	51403026	49	20
АВТОКОЛОННЫ_4,_5	47452041	4	47,11
ИНФОРМАЦ-АНАЛИТИЧЕС_ЗАВЕДУЮЩИЙ	33686424	53	78,11
МАГАЗИН_N259_ХЛЕБНЫЙ	93810799	16	92,59
1-АЯ_ГОРБОЛЬНИЦА_(2_ТРАВМОТОЛОГИЯ)	69274204	118	51,47
ДИСТАНЦИОННЫХ_МЕТОДОВ_ИССЛ_ОТД	85766374	10	63,63
НАХИМОВСКАЯ_РАЙОННАЯ_ГОСУДАРСТВЕННАЯ_АДМИНИСТРАЦИЯ	39844600	21	1,42
"МАГАЗИН_""ДАРЫ_ПОЛЕЙ""_ООО_""АКАР""_(МАГ_ОВ)"	55213565	20	13,79
ОТДЕЛЕНИЕ_СВЯЗИ_1,_СЕВАСТОПОЛЬПОЧТА	17189966	53	16,64
"ЗАО_""ШВЕЙНАЯ_ФАБРИКА_ИМ_Н.ОНИЛОВОЙ"""	61200448	59	76,37
УПРАВЛЕНИЕ_СОЦИАЛЬНОЙ_ЗАЩИТЫ_БАЛАКЛАВСКОЙ_РАЙГОСАДМИНИСТРАЦИИ	12142709	55	24,62
КАБ.46	52259157	333	27,57
ВАЛЮТНЫЙ_ОТДЕЛ_ОБЩИЙ	44105620	29	84,95
ЗАМ_ПРЕД_ПО_ЭКОН_ПРИЕМНАЯ	2900796	5	74,4
АЭРОДРОМ_СЕВАСТОПОЛЬСКИЙ_АВИАЦИОННО-СПОРТИВНЫЙ_КЛУБ_ДОСААФ-ОСОУ	37376545	35	39,29
ИНСПЕКТОР_ПО_КАДРАМ_И_РЕЖИМУ	26133208	19	18,51
ТЕХНИЧЕСКИЙ_КАБИНЕТ	69722091	117	50,62
"ЧАСТНОЕ_ПРЕДПРИЯТИЕ_""СПИЛИЯ"""	49630011	45	69,1
ОТДЕЛ_ТРУДУСТРОЙСТВА_НАЧАЛЬНИК	34785775	24	92,73
"МАГАЗИН_ООО_""ЧАЙКА"""	94705252	177	24,69
СЕВЕРНАЯ	75648061	26	60,06
"МЧП_ФИРМА_""ПАРАДИЗ"""	52082969	93	40,71
_К.57	63368175	3	46,63
СЕВАСТОПОЛЬСКИЙ_КЛУБ_ТУРИСТОВ	27724673	75	2,88
"МАГАЗИН_""ВИЧИГ""_ПТФ_""СВЕН""_(МАГ_ПРОД)"	68835232	37	94,72
"ОБЩЕЖИТИЕ_""КАРАВЕЛЛА""_ОАО_""СЕВАСТОП._РЫБОКОНСЕРВНЫЙ_ЗАВОД"""	40974058	3	76,33
ОТДЕЛ_ИНФОРМАТИЗАЦИИ_К.303	46639926	11	29,18
ЛАБОРАТОРИЯ_ЖБИ	63593237	16	79,68
КАФЕДРА_ТЕХНИЧЕСКОЙ_МЕХАНИКИ	39927395	103	77,97
ФИОЛЕНТОВСКОЕ_Ш_9_ПРОХОДНАЯ	95589782	371	95,28
ДИСПЕТЧЕРСКАЯ_УГПЭС	43544878	9	9,04
АССОЦИАЦ_САДОВО-ОГОРОД_ТОВАРИЩ	49201582	20	7,57
ПДАНОВЫЙ_ОТДЕЛ	7843476	155	79,8
ИЗЫСКАНИЙ_ОТД	59336772	17	35,06
РАСЧЕТ_ЗА_СЛУЖЕБ_ТЕЛ_ОПЕРАТОР	41671433	36	66,37
"ПОМЕЩЕНИЕ_ФИРМЫ_""КАРДИНАЛ"""	80010679	26	55
ЭПИДЕМИОЛОГИИ_ОТД_ЗАВЕДУЮЩИЙ	69010013	65	6,16
"ЗАО_КОМПЛЕКС_ОБЩЕСТВЕННОГО_ПИТАНИЯ_""ВОЛНА"""	53247422	58	48,55
КОМН._3	42297681	23	98,18
ОТДЕЛ_ВКЛАДНЫХ_ОПЕРАЦИЙ	11115006	6	34,36
ЦЕНТРАЛЬНЫЙ_СКЛАД	15693498	9	36,93
"МЧМКП_ФИРМА_""БОСФОР"""	54583433	34	93,3
ФИН_ОТД_БУХГАЛТЕР	44579467	70	53,21
ГРУППОВОЙ_КОМИТЕТ_ПРОФСОЮЗА_546	50490136	1	66,71
НАЧАЛЬНИК_БУХГАЛТЕРИЯ_ВЕТВРАЧ	75109917	58	33,79
"ООО_""СТРИН"""	95508569	17	16,82
ДИРЕКТОР_СКЛАД	36465154	24	96,6
СТАРШ_МЕДСЕСТРА	46204289	55	26,85
ОТДЕЛЕНИЕ_СВЯЗИ_ТЕРНОВКА	11362842	2	66,03
ЖД_СТАНЦИЯ_БАЛАКЛАВА_ДЕЖУРН	43138007	20	97,97
ОТДЕЛЕНИЕ_ЭЛЕКТРОСВЯЗИ_N_107	58079143	60	87,97
"МАГАЗИН_129_ЗАО_""ОБЪЕДИНЕННАЯ_ДИРЕКЦИЯ_N_93""_(МАГ_ПРОД)"	8317983	11	5,53
"ООО_ПКФ_""ВЛАДИМИРОВЫ"""	64160410	61	60,24
ТП_11	80403535	1	24,09
ПОРТОФЛОТ_НАЧ	64732110	108	12,24
АГЕНТСТВО_ПО_РАЗВИТИЮ_ПРЕДПРИНИМАТЕЛЬСТВА_В_КРЫМУ_СЕВАСТОП_ФИЛИАЛ	49468248	28	5,36
НАЧАЛЬНИК_ЦТЭ_МТТС	56938960	12	81,6
НА_ВОРОНЦОВСКОМ_РЫНКЕ	2046010	41	42,01
КОММЕРЧЕСКИЙ_ДИРЕКТОР	24508329	11	69,74
ОПРЕСНИТЕЛЬНАЯ_СТАНЦИЯ_КВС_1043_(ТРОИЦКАЯ)	8924319	49	59,57
2_КОРПУС_N_102	62570672	21	15,57
ВАХТА_ГЛ_КОРПУС	74751636	13	74,23
"ООО_""ЮГПРОДСНАБ"""	44152189	18	39,29
ГЛ_ДИСПЕТЧЕР	7192830	36	15,42
КАЗИНО-ТУР	78830470	19	99,65
СТРУКТУРНОЕ_ПОДРАЗДЕЛЕНИЕ_КОМПЬЮТ._ПРОГР_АМ.-ТЕХНИЧ._И_УЧЕБНЫЙ_ЦЕНТР	51882261	2	11,87
"АПТЕКА_С/Х_П.ОСИПЕНКО_ОАО_""ФАРМАЦИЯ"""	94161218	17	88,61
ПРИЕМНАЯ_(ОКТ_РЕВОЛ)	80949247	146	81,6
"ЧП_КРЫМСКОЕ_ПРЕДПРИЯТИЕ_""ЛАСПИ"""	35165747	527	75,7
ПРИЕМНЫЙ_ПОКОЙ_ДЕЖ_ВРАЧ	82513839	92	6,86
РЕКЛАМНЫЕ_АГЕНТЫ	91174407	16	72,16
НАЧ_АРМ_НАЧАЛЬНИКИ_АВТОКОЛОН	71388092	27	37,83
"ВОДНО-СПОРТИВНАЯ_БАЗА_ООО_""ЮГСЕВМОРСЕРВИС"""	3164298	32	64,04
ДЕГУСТАЦ_ЗАЛ	38504452	47	48,47
"ООО_ПКФ_""СОЮЗ-ЮГ_ЛТД"""	38062079	25	38,3
"ОАО_""СТАЛЬМОНТАЖ""_(_СУ-119_)"	12006581	53	76,39
"РЕСТОРАН_""СЕВАСТОПОЛЬ"""	44292421	8	37,06
НАЧАЛЬНИК_СЛУЖБЫ_ДВИЖЕНИЯ	21945680	126	16,81
ДЕЖУРНЫЙ_ГМЦ	18884249	7	25,61
"ГАЗОВАЯ_КОТЕЛЬНАЯ_ГКП_""СЕВТЕПЛОЭНЕРГО"""	95614108	34	55,85
СМУ_НАЧ	39588974	16	38,61
УЧ_ИНСПЕКТОР	42273313	17	70,38
УОС	15916740	8	63,81
КАМЕННЫЙ_ПОРТИК	35740986	105	3,84
1_ОТДЕЛЕНИЕ_(ЖЕНСКОЕ)_ПСИХИАТР	56593680	39	98,16
КОМАНДИР_БАТАЛЬОНА	17204835	44	52,58
ЖДУ_ВЕСОВЩИКИ	24028370	22	17,62
3_МЕД_ОТДЕЛЕНИЕ_1_ЭТАЖ	31352184	308	36,12
СЛУЖБА_ПОЖАРНО-СПАСАТЕЛЬНОЙ_И_МЕСТНОЙ_ОБОРОНЫ_ЧФ_КОМЕНДАТУРЫ_ЧФ_115	17515709	8	42,56
"ДОМОУПРАВЛЕНИЕ_ЗАВОДА_""МЕТАЛЛИСТ"""	34588088	20	94,86
ПОСТ_1_ВОХР	39162833	13	34,33
О.А.О._ЮГРЕФТРАНСФЛОТ	14850456	30	37,02
ЖЕНСКАЯ_КОНСУЛЬТАЦИЯ	78068898	31	97,06
РЯБИНА	68418846	15	61,88
ОТД_ОПТИКИ_АКАДЕМИК_БЕЛЯЕВ	12468512	10	8,49
СЛУЖЕБНЫЙ_EWSD	12364368	69	72,53
ФТОРС_КОПИРОВАЛЬНАЯ	37290009	17	47,47
"ОБЩЕЖИТИЕ_""БУРЕВЕСТНИК""_3_СГП_""АТЛАНТИКА"""	7566912	16	52,58
ОБЩИЙ_4-Й_КМ.	2089135	1	34,41
В/Ч_45751	50114643	4	79,57
ВЕТЕРИНАРНАЯ_СЛУЖБА_1_ЧАСТНАЯ_ПРЕДПРИНИМАТЕЛЬ_АКСЕНОВ	35875330	24	23,06
ИНЖЕНЕР_ПРОИЗВ-ТЕХН_ГР_РЭС	82134830	3	70,95
БУХГАЛТЕР	52059577	15	52,92
НАЧАЛЬНИК_МЕДСЛУЖБЫ	81431027	120	11,61
ЗАМ_ДИРЕКТОРА_ПО_АХЧ,КАДРЫ	95746448	72	75,3
ПОЧТОВЫЙ_ОТД_НАЧАЛЬНИК	4304629	163	43,73
"МАГАЗИН_""ГОРИЗОНТ""_ОАО_АТП-14356_(МАГ_ПРОМ)"	8463102	6	33,74
ТОРГОВ_И_БЫТОВ_ОБСЛУЖ_ОТД_ЗАВ	31423837	16	35,16
ИНСПЕКТОРА_ПУЛЬТА	65843811	13	39,61
НОВОСТЕЙ_ОТД_ФОТО_ЛАБОРАТОРИЯ	77511914	9	56,39
"ЧП_""МЕДИКО-ТЕХНИЧЕСКИЙ_ЦЕНТР"""	11376155	64	52,27
ШТАБ_ГО	49274354	36	43,74
ОТДЕЛЕНИЕ_СБЕРБАНКА_8398/051_НАХИМОВСКОГО_РАЙОНА_В_ПРЕД.КАССАХ_Ж/Д_В-Л	19953107	15	20,83
"СОВМЕСТНОЕ_МАЛОЕ_ПРЕДПРИЯТИЕ_""БРИО_К"""	9886418	15	16,65
КАФЕДРА_ВОЕН-МОРСКАЯ_ДЕЖУРНЫЙ	54251544	22	11,28
ПСК_365	59054210	91	24,8
"СД_УГПЭС_СПРАВОЧНО-ИНФОРМАЦИОННАЯ_СЛУЖБА_""АИСТ"""	26955269	40	38,46
НАЧ_ОТД_КАПИТ_СТРОИТЕЛЬСТВА	42363358	118	15,69
ОБЩЕЖИТИЕ_СЕВАСТОПОЛЬСКОЙ_ТЭЦ_2_(МУЖСКОЕ)	23258617	5	49,56
ОТДЕЛЕНИЕ_СБЕРБАНКА_068_НАХИМОВСКОГО_РАЙОНА	56625023	58	21,56
"УЧАСТОК_7_ЗАО_""ОЗЕЛЕНИТЕЛЬ"""	22127849	18	32,78
ЦТЭ_МТС_ЛИНЕЙНО-ТЕХНИЧЕСКИЙ_УЧАСТОК_СЕЛЬСКОЙ_ТЕЛЕФОННОЙ_СВЯЗИ	94416720	111	87,49
МУЧНОЙ_ЦЕХ	50242553	5	59,59
ЭНЕРГЕТИК_ГЛАВНЫЙ	35438589	1	59,69
В/Ч_А-1170_401_ВОЕННЫЙ_ГОРОДОК	38942017	37	37,76
"ООО_ПСП_""КРЫМСТРОЙСЕРВИС"""	256713	75	18,1
"МКП_""ПРОМЕТЕЙ"""	73165023	7	60,68
СД_УГПЭС_ОТДЕЛ_УЧЕТА,_АНАЛИЗА,_ПРОГНОЗА_И_ДВИЖЕНИЯ_КАДРОВ	69048506	20	20,64
ИНСП_ИСПР_РАБОТ	51836157	1	94,7
ОТДЕЛ_ФИНАНС-ЭКОНОМИЧ_ЭКСПЕРТ	92947807	52	30,87
ШКОЛА_45	32205219	33	2,45
КОТЕЛЬНАЯ_ИНКЕРМАН	76913432	13	72,27
СЛУЖЕБНЫЙ	82543432	7	33,15
МРЭО_НАЧАЛЬНИК	45392883	46	58,91
"СП_""МОРСКОЙ_СУДОРЕМОНТ"""	16963869	50	-0,21
ИНЖЕНЕР_ПО_ОТ_КАБ.32	60765148	26	60,91
ХОЛОДИЛЬНАЯ_УСТАНОВКА	79321505	50	21,4
К.38	19341552	7	66,87
"МАГАЗИН_45_ЗАО_""ДИОНИС-СЕРВИС"""	11440631	20	41,08
ДИРЕКТОР_СЕКРЕТАРЬ	39494393	139	99,89
РЕАНИМАЦИЯ_ЗАВ_ОРДИНАТОРСКАЯ	414202	2	70,75
"К/Т_""УКРАИНА"""	7940017	16	4,72
АВТОЗАПРАВОЧНАЯ_СТАНЦИЯ_N_50	53933063	29	20,47
ДИСПЕТЧЕР_ФЛОТ	32385243	28	60,2
ДИСПЕТЧЕРСКАЯ_ТРАНСПОРТ	23737539	49	30,2
ДЕТСКАЯ_ПОЛИКЛИНИКА	6400890	24	39,86
ЦЕХ_ОТГРУЗКИ	20303798	4	67,76
КАБИНА_(АКВАРИУМ)	15199787	52	80,27
ПО_ГОСТИНИЧНОГО_ХОЗЯЙСТВА	34723157	187	55,55
"ОАО_""КАЧА"""	65731655	103	5,38
ТЕХНИЧ_СРЕДСТВ_ОБУЧ_ОТДЕЛ	2296547	59	38,62
ОВОЩНОЙ_СКЛАД	16403797	11	83,19
ЛОР_ОТД_ПОСТ	23753534	116	53,69
ОБЩИЙ_НА_СОЛОВЬЕВА	26213139	38	27,37
СЛЕДОВАТЕЛИ	45076856	7	36,55
ГОСУДАРСТВ._ПРЕДПРИЯТИЕ_471_ОТДЕЛА_ТОРГОВЛИ_УПРАВЛЕНИЯ_ТОРГОВЛИ_КЧФ	6771220	54	94,06
"РЕСТОРАН_""РЫБАЦКИЙ_СТАН"""	60122598	18	61,32
"О.О.О.""АКАР"""	9879362	7	96,75
ОПЕРАТИВНЫЙ_ДЕЖУРНЫЙ	36349883	339	43,23
КОМПЬЮТЕРИЗАЦИИ_ОТДЕЛ	6352313	9	7,29
КОРЕСПОНДЕНТЫ	61613548	14	11,09
К.268	14566203	1	12,58
КРР_ЦЕНТРАЛЬНАЯ	16889053	52	1,1
ЛИФТОВОЕ_ХОЗЯЙСТВО_ЦТЭ_МТС	9117698	104	79,01
ЧАСТНИКА_12-2_ГАУПТВАХТА	24571280	5	54,49
КВАРТИРА	16946285	57	43,29
ОБЩЕЖИТИЕ_КИЕВСКОГО_ИНДУСТРИАЛЬНО-ПЕДАГОГИЧЕСКОГО_КОЛЛЕДЖА	12316649	15	47,09
ДЕПАР_ТЕХНИЧ_МЕХАНИКИ	42303933	40	95,89
ЗАО_МАГАЗИН_N70	42399519	7	77,9
"ССУ-47_ЗАО_""СЕВАСТОПОЛЬСТРОЙ"""	79562839	100	7,6
КАБИНЕТ_УЗИ	44120496	68	79,23
"ГАРАЖНЫЙ_КООПЕРАТИВ_""РОТОР-3"""	83439441	21	93,65
ПРОФКОМ_БУХГАЛТЕРИЯ	42591229	10	95,92
К.123	26807329	46	95,94
АПТЕКА_РЕЦЕПТУРНЫЙ_ОТД	16534271	14	72,05
"МАГАЗИН_""ХОРОШИЙ""_ТЕХ.КНИГА_ЗАО_""СЕВАСТОПОЛЬКНИГА"""	91873725	8	44,75
"ПОИСКОВОЕ_ОБЪЕДИН_""ДОЛГ"""	96993419	53	67,68
"П.П.К._""ДЕЛЬТАЛЕТ"""	4559548	7	75,13
1-АЯ_ГОРБОЛЬНИЦА_(ГИНЕКОЛОГИЯ)	61145257	8	73,98
ДИСТАНЦ_МЕТОДОВ_ИССЛЕДОВАН_ОТД	37100039	20	85,06
ПРОДУКТОВЫЙ_ОТДЕЛ	91714226	72	80,39
ЗАВХОЗ_СТОЛОВАЯ	49179881	6	65,88
ЦЕНТР_ПОВЫШЕНИЯ_КВАЛИФИКАЦИИ_ГОСУД_СЛУЖАЩИХ	48639626	55	73,2
ГРУППА_ПО_УЧЕТУ_МЕЖД_ПЕРЕГ	49851170	55	82,09
"ЧП_""ОПЕРЕЙТ"""	15627441	15	99,21
"ОАО_НПП_""ЮГ""F"	77555808	62	20,02
ГОРКОМ_ПРОФСОЮЗА_РАБОТНИКОВ_НАРОДНОГО_ОБРАЗОВАЕИЯ_И_НАУКИ	45975086	34	49,6
ПРОКУРОР	91536103	21	35,77
НАЧ_ТЕХ_ГРУППЫ	54401033	37	87,43
К.205_ОТД.ПРИНУЖД.ВЗЫСК.НАЛОГ.	43863124	37	19,42
_ЗАВЕДУЮЩИЙ	512828	5	29,78
МУЗЫКАЛЬНАЯ_ШКОЛА_3	39740246	8	62,52
КАРЬЕР_НАЧАЛЬНИК	89561599	73	95,16
"ЗАО_""СТРОЙМАТЕРИАЛЫ"""	58224654	18	93,78
"СФ_АБ_""ЭЛИТА"""	73281274	7	40,58
ВОЕННО-МОБИЛИЗАЦ_ОТД_ЗАВЕД	28230547	11	69,98
КОМ.306	95493038	51	34,47
"ПРИХОДНАЯ_КАССА_СФ_""ОБЪЕДИНЕННОГО_КОММЕРЧЕСКОГО_БАНКА"	51518944	69	16,46
